Table size: 100000
Feature;Time(s)
4094752368;34.75
4094752896;34.75
4094753504;34.75
4094754032;34.75
4094754640;34.75
4094755168;34.75
4094755776;34.75
4094756304;34.75
4094756912;34.75
4094757440;34.75
4094758048;34.75
4094758576;34.75
4094759184;34.75
4094759712;34.75
4094760320;34.75
4094760848;34.75
4094761456;34.75
4094761984;34.75
4094762592;34.75
4094763120;34.75
4094763728;34.75
4094764256;34.75
4094764864;34.75
4094765392;34.75
4094766000;34.75
4094766528;34.75
4094767136;34.75
4094767664;34.75
4094768272;34.75
4094768800;34.75
4094769408;34.75
4094769936;34.75
4094770544;34.75
4094771072;34.75
4094771680;34.75
4094772208;34.75
4094772816;34.75
4094773344;34.75
4094773952;34.75
4094774480;34.75
4094775088;34.75
4094775616;34.75
4094776224;34.75
4094776752;34.75
4094777360;34.75
4094777888;34.75
4094778496;34.75
4094779024;34.75
4094779632;34.75
4094780160;34.75
4094780768;34.75
4094781296;34.75
4094781904;34.75
4094782432;34.75
4094783040;34.75
4094783568;34.75
4094784176;34.75
4094784704;34.75
4094785312;34.75
4094785840;34.75
4094786448;34.75
4094786976;34.75
4094787584;34.75
4094788112;34.75
4094788720;34.75
4094789248;34.75
4094789856;34.75
4094790384;34.75
4094790992;34.75
4094791520;34.75
4094792128;34.75
4094792656;34.75
4094793264;34.75
4094793792;34.75
4094794400;34.75
4094794928;34.75
4094795536;34.75
4094796064;34.75
4094796672;34.75
4094797200;34.75
4094797808;34.75
4094798336;34.75
4094798944;34.75
4094799472;34.75
4094800080;34.75
4094800608;34.75
4094801216;34.75
4094801744;34.75
4094802352;34.75
4094802880;34.75
4094803488;34.75
4094804016;34.75
4094804624;34.75
4094805152;34.75
4094805760;34.75
4094806288;34.75
4094806896;34.75
4094807424;34.75
4094808032;34.75
4094808560;34.75
4094809168;34.75
4094809696;34.75
4094810304;34.75
4094810832;34.75
4094811440;34.75
4099319952;34.75
4099320560;34.75
4099321088;34.75
4099321696;34.75
4099322224;34.75
4099322832;34.75
4099323360;34.75
4099323968;34.75
4099324496;34.75
4099325104;34.75
4099325632;34.75
4099326240;34.75
4099326768;34.75
4099327376;34.75
4099327904;34.75
4099328512;34.75
4099329040;34.75
4099329648;34.75
4099330176;34.75
4099330784;34.75
4099331312;34.75
4099331920;34.75
4099332448;34.75
4099333056;34.75
4099333584;34.75
4099334192;34.75
4099334720;34.75
4099335328;34.75
4099335856;34.75
4099336464;34.75
4099336992;34.75
4099337600;34.75
4099338128;34.75
4099338736;34.75
4099339264;34.75
4099339872;34.75
4099340400;34.75
4099341008;34.75
4099341536;34.75
4099342144;34.75
4099342672;34.75
4099343280;34.75
4099343808;34.75
4099344416;34.75
4099344944;34.75
4099345552;34.75
4099346080;34.75
4099346688;34.75
4099347216;34.75
4099347824;34.75
4099348352;34.75
4099348960;34.75
4099349488;34.75
4099350096;34.75
4099350624;34.75
4099351232;34.75
4099351760;34.75
4099352368;34.75
4099352896;34.75
4099353504;34.75
4099354032;34.75
4099354640;34.75
4099355168;34.75
4099355776;34.75
4099356304;34.75
4099356912;34.75
4099357440;34.75
4099358048;34.75
4099358576;34.75
4099359184;34.75
4099359712;34.75
4099360320;34.75
4099360848;34.75
4099361456;34.75
4099361984;34.75
4099362592;34.75
4099363120;34.75
4099363728;34.75
4099364256;34.75
4099364864;34.75
4099365392;34.75
4099366000;34.75
4099366528;34.75
4099367136;34.75
4099367664;34.75
4099368272;34.75
4099368800;34.75
4099369408;34.75
4099369936;34.75
4099370544;34.75
4099371072;34.75
4099371680;34.75
4099372208;34.75
4099372816;34.75
4099373344;34.75
4099373952;34.75
4099374480;34.75
4099375088;34.75
4099375616;34.75
4099376224;34.75
4099376752;34.75
4099377360;34.75
4099377888;34.75
4099378496;34.75
4099379024;34.75
4099379632;34.75
4099380160;34.75
4099380768;34.75
4099381296;34.75
4099381904;34.75
4099382432;34.75
4099383040;34.75
4099383568;34.75
4099384176;34.75
4099384704;34.75
4099385312;34.75
4099385840;34.75
4099386448;34.75
4099386976;34.75
4099387584;34.75
4099388112;34.75
4099388720;34.75
4099389248;34.75
4099389856;34.75
4099390384;34.75
4099390992;34.75
4099391520;34.75
4099392128;34.75
4099392656;34.75
4099393264;34.75
4099393792;34.75
4099394400;34.75
4099394928;34.75
4099395536;34.75
4099396064;34.75
4099396672;34.75
4099397200;34.75
4099397808;34.75
4099398336;34.75
4099398944;34.75
4099399472;34.75
4099400080;34.75
4099400608;34.75
4099401216;34.75
4099401816;34.75
4099402424;34.75
4099402952;34.75
4099403560;34.75
4099404088;34.75
4099404696;34.75
4099405224;34.75
4099405832;34.75
4099406360;34.75
4099406968;34.75
4099407496;34.75
4099408104;34.75
4099408632;34.75
4099409240;34.75
4099409768;34.75
4099410376;34.75
4099410904;34.75
4099411512;34.75
4099412040;34.75
4099412648;34.75
4099413176;34.75
4099413784;34.75
4099414312;34.75
4099414920;34.75
4099415448;34.75
4099416056;34.75
4099416584;34.75
4099417192;34.75
4099417720;34.75
4099418328;34.75
4099418856;34.75
4099419464;34.75
4099419992;34.75
4099420600;34.75
4099421128;34.75
4099421736;34.75
4099422264;34.75
4099422872;34.75
4099423400;34.75
4099424008;34.75
4099424536;34.75
4099425144;34.75
4099425672;34.75
4099426280;34.75
4099426808;34.75
4099427416;34.75
