              Procedure           Image            Address        Calls Instructions
_ZN10DsMrr_impl20close_second_handlerEv          mysqld       565459d934c0        12546        50184
_Z15end_read_recordP11READ_RECORD          mysqld       565459f3dfc0        12521       248346
_ZN13Explain_query10get_selectEj          mysqld       565459d81140        12507       100763
_ZN13st_join_table7cleanupEv          mysqld       565459ccee50        12507       822897
_ZN3THD33mark_tmp_tables_as_free_for_reuseEv          mysqld       565459ddcf00        12454       252588
_Z19close_thread_tablesP3THD          mysqld       565459c472e0        12454       712087
       crc32cHardware64 libgalera_smm.so       7fc74c20e250        12236      4288572
   _ZNK5gcomm4View2idEv libgalera_smm.so       7fc74c318030        12133        24266
_ZN6LOGGER11log_commandEP3THD19enum_server_command          mysqld       565459ef76c0        11967        83769
              net_flush          mysqld       565459c06a60        11962       263164
_Z34check_dependencies_in_with_clausesP11With_clause          mysqld       565459dbeea0        11956        47824
_ZN18st_select_lex_unit7cleanupEv          mysqld       565459d27c80        11956       454328
_ZN3LEX23first_lists_tables_sameEv          mysqld       565459c85460        11956        83692
_Z17general_log_writeP3THD19enum_server_commandPKcj          mysqld       565459ef7bf0        11955       370605
_Z11net_send_okP3THDjjyyPKcbb          mysqld       565459c0b9f0        11952      1303087
_Z19wsrep_is_show_query16enum_sql_command          mysqld       565459dca750        11949       107541
_Z22wsrep_to_isolation_endP3THD          mysqld       565459dc8280        11949       263616
_Z21mysql_execute_commandP3THD          mysqld       565459c8f9e0        11949      3228729
_Z17get_table_def_keyPK10TABLE_LISTPPKc          mysqld       565459c47130        11873        94984
_ZN3THD31binlog_flush_pending_rows_eventEbb          mysqld       565459c63f80        11862       427020
_ZN7handler16ha_external_lockEP3THDi          mysqld       565459e388c0        11858       509894
_ZNK5Field11char_lengthEv          mysqld       565459e25490        11824       177360
_ZN13st_select_lex30find_table_def_in_with_clausesEP10TABLE_LIST          mysqld       565459dbf250        11823       425628
_ZN18st_select_lex_unit12outer_selectEv          mysqld       565459c7f8a0        11823        59115
_ZN10Item_field10fix_fieldsEP3THDPP4Item          mysqld       565459e4eba0        11822      1010726
_ZN10Item_field9set_fieldEP5Field          mysqld       565459e47960        11822      1199203
_Z20find_field_in_tablesP3THDP10Item_identP10TABLE_LISTS4_PP4Item27find_item_error_report_typebb          mysqld       565459c4d0e0        11822      1241574
_Z19find_field_in_tableP3THDP5TABLEPKcjbPj          mysqld       565459c4c3f0        11822       792481
_Z31check_column_grant_in_table_refP3THDP10TABLE_LISTPKcj          mysqld       565459c38f90        11822       354660
_ZNK4JOIN17cleanup_item_listER4ListI4ItemE          mysqld       565459cbfe20        11810       153224
_Z29cleanup_empty_jtbm_semi_joinsP4JOINP4ListI10TABLE_LISTE          mysqld       565459d9ee70        11805       342345
     _ZN4JOIN7cleanupEb          mysqld       565459ccf1c0        11805      1308535
_ZN13st_select_lex31optimize_unflattened_subqueriesEb          mysqld       565459c87440        11804       271492
_ZN11Query_cache14allocate_blockEmcm          mysqld       565459c544f0        11801       495642
_ZN11Query_cache14get_free_blockEmcm          mysqld       565459c53d20        11801      3310246
_ZN9Item_func18update_used_tablesEv          mysqld       565459c51810        11689       738028
    _ZN7SEL_ARG5firstEv          mysqld       565459f26e80        11568       138816
_ZN4Item28cache_const_expr_transformerEP3THDPh          mysqld       565459e51880        11568       185088
_ZN4Item25cache_const_expr_analyzerEPPh          mysqld       565459e4d940        11568       352824
lf_hash_search_using_hash_value          mysqld       56545a39f900        11094       868765
_Z15use_trans_cachePK3THDb          mysqld       565459ef1ee0        10520       178896
             _ZdlPv@plt  libstdc++.so.6       7fc759f676e0        10420        10422
_Z17mdl_hash_functionPK15charset_info_stPKhm          mysqld       565459d6b3d0        10250        61500
_ZN3THD21binlog_setup_trx_dataEv          mysqld       565459ef20e0        10248       184528
_ZN14Rows_log_event13get_data_sizeEv          mysqld       565459f08660        10232       532064
                 _ZdaPv  libstdc++.so.6       7fc759f6bf40        10210        10210
_ZNK5gcomm6ViewIdeqERKS0_.part.26 libgalera_smm.so       7fc74c2a4570        10209       112299
           strmake_root          mysqld       56545a388450        10208       224576
         __tls_get_addr ld-linux-x86-64.so.2       7fc77beb6cb0        10116       111234
 _ZNK5Field9real_typeEv          mysqld       565459c43ab0        10102        80816
_ZSt18_Rb_tree_incrementPKSt18_Rb_tree_node_base  libstdc++.so.6       7fc759f84a60        10055       106203
                  _Znam  libstdc++.so.6       7fc759f6df10        10054        40216
             _ZdaPv@plt libgalera_smm.so       7fc74c1fe620        10052        10052
              _Znam@plt libgalera_smm.so       7fc74c1fd9a0        10052        10052
_ZN2gu9Allocator5allocEjRb libgalera_smm.so       7fc74c23a4e0        10046       361920
      close_cached_file          mysqld       56545a36ea60        10025        47081
_ZNK10Field_long8key_typeEv          mysqld       565459e25a30        10023        80184
_ZN6galera9KeySetOut7KeyPartC1ERNS0_8KeyPartsERS0_PKS1_RKNS_7KeyDataEii libgalera_smm.so       7fc74c370df0        10014      3752407
_Z33switch_to_nullable_trigger_fieldsR4ListI4ItemEP5TABLE          mysqld       565459c4fbd0        10012        50060
           my_strtoll10          mysqld       56545a3dd970        10010       900630
_ZN5TABLE20reset_default_fieldsEv          mysqld       565459d3fdf0        10005       100050
_ZN6galera9KeySetOut6appendERKNS_7KeyDataE libgalera_smm.so       7fc74c3722d0        10003      3411586
_ZNSt3tr110_HashtableIPN6galera10KeyEntryNGES3_SaIS3_ESt9_IdentityIS3_ENS1_18KeyEntryPtrEqualNGENS1_17KeyEntryPtrHashNGENS_8__detail18_Mod_range_hashingENS9_20_Default_ranged_hashENS9_20_Prime_rehash_policyELb0ELb1ELb1EE16_M_insert_bucketERKS3_mm libgalera_smm.so       7fc74c3939d0        10002       563391
      galera_append_key libgalera_smm.so       7fc74c3e92c0        10000       840052
        bitmap_bits_set          mysqld       56545a389320        10000       310000
_Z8pack_rowP5TABLEPK9st_bitmapPhPKh          mysqld       565459f1bc90        10000      2400000
_ZN14Rows_log_event15do_add_row_dataEPhm          mysqld       565459f07b50        10000       371024
_ZN8Item_int13save_in_fieldEP5Fieldb          mysqld       565459e3f750        10000       270000
_ZN20Write_rows_log_event27binlog_row_logging_functionEP3THDP5TABLEbPKhS5_          mysqld       565459e39e00        10000        90000
_ZN7handler12ha_write_rowEPh          mysqld       565459e38b70        10000       610032
_ZN7handler21update_auto_incrementEv          mysqld       565459e34670        10000       690288
   _ZN5Field8val_uintEv          mysqld       565459e25030        10000        60000
              get_wsrep          mysqld       565459dcaaf0        10000        60000
 wsrep_thd_ignore_table          mysqld       565459dca550        10000        50000
    wsrep_thd_ws_handle          mysqld       565459dc7780        10000        50000
    wsrep_thd_exec_mode          mysqld       565459dc7600        10000        50000
wsrep_consistency_check          mysqld       565459dc75c0        10000        60000
      wsrep_prepare_key          mysqld       565459dc49a0        10000       490000
_Z14max_row_lengthP5TABLEPKh          mysqld       565459d3f600        10000       260000
_ZN10TABLE_LIST17view_check_optionEP3THDb          mysqld       565459d3bd40        10000       210000
_ZN5TABLE18verify_constraintsEb          mysqld       565459d3bc60        10000       160000
_Z12write_recordP3THDP5TABLEP12st_copy_info          mysqld       565459c73200        10000       580016
_ZN3THD33binlog_prepare_pending_rows_eventI20Write_rows_log_eventEEP14Rows_log_eventP5TABLEjmbPT_          mysqld       565459c66350        10000       703188
_ZN3THD16binlog_write_rowEP5TABLEbPKh          mysqld       565459c650a0        10000       590012
_Z36fill_record_n_invoke_before_triggersP3THDP5TABLER4ListI4ItemES6_b14trg_event_type          mysqld       565459c4fd10        10000       330000
_Z11fill_recordP3THDP5TABLER4ListI4ItemES6_bb          mysqld       565459c4f910        10000      1680000
_ZNK14Rows_log_event8is_validEv          mysqld       565459f1aa50         9996        79968
     __tls_get_addr@plt libgalera_smm.so       7fc74c1feae0         9858         9858
        my_hash_element          mysqld       56545a36e6b0         9817        88351
_ZN14Rows_log_event22read_write_bitmaps_cmpEP5TABLE          mysqld       565459c65fb0         9764       419852
_ZNSt3tr110_HashtableIN6galera6KeySet7KeyPartES3_SaIS3_ESt9_IdentityIS3_ENS2_12KeyPartEqualENS2_11KeyPartHashENS_8__detail18_Mod_range_hashingENS9_20_Default_ranged_hashENS9_20_Prime_rehash_policyELb0ELb1ELb1EE16_M_insert_bucketERKS3_mm libgalera_smm.so       7fc74c373980         9752       706508
_ZN11MDL_context27release_transactional_locksEv          mysqld       565459d6ef80         9592       143880
_ZN16Item_func_or_sum4walkEM4ItemFbPvEbS1_          mysqld       565459c50d20         9517       680692
                  times       libc.so.6       7fc7598d8f60         9138        73104
         my_timer_ticks          mysqld       56545a3ab400         9138        63966
_Z15wsrep_sync_waitP3THDj          mysqld       565459dc4890         8929       241083
_ZN11MDL_context23release_statement_locksEv          mysqld       565459d6efb0         8921        53526
            set_dynamic          mysqld       56545a368b70         8908       293500
_ZN4Item15remove_eq_condsEP3THDPNS_11cond_resultEb          mysqld       565459cb9b60         8908       175616
_ZN11String_list10append_strEP11st_mem_rootPKc          mysqld       565459d82d80         8844       415668
_ZN10Item_param13save_in_fieldEP5Fieldb          mysqld       565459e3f200         8792       175840
_ZN4Item43propagate_equal_fields_and_change_item_treeEP3THDRKN12Value_source7ContextEP10COND_EQUALPPS_          mysqld       565459e4da40         8676       182196
_ZNK10Item_param16basic_const_itemEv          mysqld       565459e3c220         8676        95436
_ZNK5boost9date_time11int_adapterIlE7compareERKS2_ libgalera_smm.so       7fc74c3345c0         8205       161361
_ZN14Arg_comparator24cache_converted_constantEP3THDPP4ItemS4_11Item_result          mysqld       565459e60550         8058       257934
_ZN5boost6detail12shared_countC2ERKNS0_10weak_countE libgalera_smm.so       7fc74c32ea80         8052       225456
_ZN4asio6detail7read_opINS_19basic_stream_socketINS_2ip3tcpENS_21stream_socket_serviceIS4_EEEENSt3tr15arrayINS_14mutable_bufferELm1EEEN5boost3_bi6bind_tImNSC_4_mfi3mf2ImN5gcomm13AsioTcpSocketERKNS_10error_codeEmEENSD_5list3INSD_5valueINSC_10shared_ptrISI_EEEEPFNSC_3argILi1EEEvEPFNSS_ILi2EEEvEEEEENSE_IvNSG_IvSI_SL_mEESZ_EEED1Ev libgalera_smm.so       7fc74c333600         7936       174592
