Procedure;Image;Calls;Instructions
std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(char const*, std::allocator<char> const&) [clone .isra.148];libgalera_smm.so;13;247
st_select_lex::add_joined_table(TABLE_LIST*);mysqld;7;245
THD::change_user();mysqld;5;245
my_cleanup_options;mysqld;1;244
fread_unlocked;libc.so.6;11;242
Prepared_statement::set_db(char const*, unsigned int);mysqld;11;242
Select_fetch_protocol_binary::Select_fetch_protocol_binary(THD*);mysqld;11;242
unsigned long gcomm::param<unsigned long>(gu::Config&, gu::URI const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::ios_base& (*)(std::ios_base&));libgalera_smm.so;1;241
tdc_init();mysqld;1;241
std::_Rb_tree<unsigned char, std::pair<unsigned char const, std::vector<gcomm::Socket*, std::allocator<gcomm::Socket*> > >, std::_Select1st<std::pair<unsigned char const, std::vector<gcomm::Socket*, std::allocator<gcomm::Socket*> > > >, std::less<unsigned char>, std::allocator<std::pair<unsigned char const, std::vector<gcomm::Socket*, std::allocator<gcomm::Socket*> > > > >::_M_erase(std::_Rb_tree_node<std::pair<unsigned char const, std::vector<gcomm::Socket*, std::allocator<gcomm::Socket*> > > >*);libgalera_smm.so;8;240
gu::datetime::Period gcomm::check_range<gu::datetime::Period>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, gu::datetime::Period const&, gu::datetime::Period const&, gu::datetime::Period const&);libgalera_smm.so;8;240
gu_uuid_scan;libgalera_smm.so;6;240
__open;libpthread.so.0;120;240
X509_VERIFY_PARAM_new;libcrypto.so.1.0.0;4;240
wsrep_uuid_print;mysqld;5;240
flush_key_blocks;mysqld;24;240
Relay_log_info::~Relay_log_info();mysqld;3;240
sys_var::value_ptr(THD*, enum_var_type, st_mysql_lex_string const*);mysqld;8;240
asio::detail::task_io_service::shutdown_service();libgalera_smm.so;3;239
gcomm::View::operator=(gcomm::View const&);libgalera_smm.so;7;238
vio_blocking;mysqld;7;238
Item_param::make_field(THD*, Send_field*);mysqld;17;238
gu::operator<<(std::basic_ostream<char, std::char_traits<char> >&, gu::Stats const&);libgalera_smm.so;4;236
galera::ReplicatorSMM::async_recv(void*);libgalera_smm.so;1;235
Field_new_decimal::Field_new_decimal(unsigned char*, unsigned int, unsigned char*, unsigned char, Field::utype, char const*, unsigned char, bool, bool);mysqld;5;235
weighted_sum(gcomm::NodeList const&, gcomm::pc::NodeMap const&) [clone .constprop.314];libgalera_smm.so;3;234
.text;libnuma.so.1;2;234
PROFILING::reset();mysqld;26;234
mysql_audit_init_thd(THD*);mysqld;26;234
Session_state_change_tracker::Session_state_change_tracker();mysqld;26;234
GCommConn::~GCommConn();libgalera_smm.so;1;233
gcomm::AsioProtonet::AsioProtonet(gu::Config&, int);libgalera_smm.so;1;233
gcomm::ViewState::write_file() const;libgalera_smm.so;1;233
galera::Monitor<galera::ReplicatorSMM::CommitOrder>::drain_common(long, gu::Lock&);libgalera_smm.so;4;232
galera::Monitor<galera::ReplicatorSMM::ApplyOrder>::drain_common(long, gu::Lock&);libgalera_smm.so;4;232
galera::SavedState::set(wsrep_uuid const&, long, bool);libgalera_smm.so;4;232
std::basic_string<char, std::char_traits<char>, std::allocator<char> >::push_back(char)@plt;libstdc++.so.6;230;232
Item_func_get_system_var::Item_func_get_system_var(THD*, sys_var*, enum_var_type, st_mysql_lex_string*, char const*, unsigned long);mysqld;4;232
THD::convert_string(st_mysql_lex_string*, charset_info_st const*, char const*, unsigned int, charset_info_st const*);mysqld;4;232
asio::async_result<asio::handler_type<boost::_bi::bind_t<void, boost::_mfi::mf2<void, gcomm::AsioTcpAcceptor, boost::shared_ptr<gcomm::Socket>, asio::error_code const&>, boost::_bi::list3<boost::_bi::value<gcomm::AsioTcpAcceptor*>, boost::_bi::value<boost::shared_ptr<gcomm::Socket> >, boost::arg<1> (*)()> >, void (asio::error_code)>::type>::type asio::socket_acceptor_service<asio::ip::tcp>::async_accept<asio::ip::tcp, asio::stream_socket_service<asio::ip::tcp>, boost::_bi::bind_t<void, boost::_mfi::mf2<void, gcomm::AsioTcpAcceptor, boost::shared_ptr<gcomm::Socket>, asio::error_code const&>, boost::_bi::list3<boost::_bi::value<gcomm::AsioTcpAcceptor*>, boost::_bi::value<boost::shared_ptr<gcomm::Socket> >, boost::arg<1> (*)()> > >(asio::detail::reactive_socket_service<asio::ip::tcp>::implementation_type&, asio::basic_socket<asio::ip::tcp, asio::stream_socket_service<asio::ip::tcp> >&, asio::ip::basic_endpoint<asio::ip::tcp>*, boost::_bi::bind_t<void, boost::_mfi::mf2<void, gcomm::AsioTcpAcceptor, boost::shared_ptr<gcomm::Socket>, asio::error_code const&>, boost::_bi::list3<boost::_bi::value<gcomm::AsioTcpAcceptor*>, boost::_bi::value<boost::shared_ptr<gcomm::Socket> >, boost::arg<1> (*)()> > const&, asio::enable_if<boost::is_convertible<asio::ip::tcp, asio::ip::tcp>::value, void>::type*) [clone .isra.369] [clone .constprop.639];libgalera_smm.so;2;231
std::ios_base::ios_base()@plt;libgalera_smm.so;231;231
vio_keepalive;mysqld;7;231
std::locale::locale()@plt;libgalera_smm.so;230;230
std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(char const*, std::allocator<char> const&) [clone .isra.120];libgalera_smm.so;12;228
std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(char const*, std::allocator<char> const&) [clone .isra.139];libgalera_smm.so;12;228
_GLOBAL__sub_I_gu_asio.cpp;libgalera_smm.so;1;228
Field_varstring::val_str(String*, String*);mysqld;8;228
gu::Config::check_conversion(char const*, char const*, char const*, bool);libgalera_smm.so;25;225
ENGINE_get_digest_engine;libcrypto.so.1.0.0;75;225
my_net_local_init;mysqld;9;225
accept4;libc.so.6;7;224
MYSQL_BIN_LOG::close(unsigned int);mysqld;4;224
Rpl_filter::~Rpl_filter();mysqld;4;224
std::_Rb_tree<void const* const, std::pair<void const* const, gcomm::gmcast::Proto*>, std::_Select1st<std::pair<void const* const, gcomm::gmcast::Proto*> >, std::less<void const* const>, std::allocator<std::pair<void const* const, gcomm::gmcast::Proto*> > >::_M_insert_unique(std::pair<void const* const, gcomm::gmcast::Proto*> const&);libgalera_smm.so;4;223
my_load_defaults;mysqld;1;223
String::set_ascii(char const*, unsigned int);mysqld;8;223
void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [clone .isra.240];libgalera_smm.so;6;222
Field_varstring::pack_length() const;mysqld;37;222
Field_num::add_zerofill_and_unsigned(String&) const;mysqld;13;222
gcomm::PC::~PC();libgalera_smm.so;1;221
std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_pad(char, long, std::ios_base&, char*, char const*, int&) const;libstdc++.so.6;13;221
have_weights(gcomm::NodeList const&, gcomm::pc::NodeMap const&) [clone .constprop.313];libgalera_smm.so;3;220
_GLOBAL__sub_I_ist.cpp;libgalera_smm.so;1;220
std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, unsigned long) const;libstdc++.so.6;44;220
gcomm::evs::Proto::check_suspects(gcomm::UUID const&, gcomm::evs::MessageNodeList const&);libgalera_smm.so;4;219
writefrm(char const*, char const*, char const*, bool, unsigned char const*, unsigned long);mysqld;2;219
wsrep_get_SE_checkpoint(wsrep_uuid&, long&);mysqld;1;219
wsrep_thr_init();mysqld;1;219
read;libc.so.6;23;217
prepare_new_connection_state(THD*);mysqld;7;217
gcomm::ViewState::read_file();libgalera_smm.so;1;216
std::_Rb_tree<gcomm::Socket*, gcomm::Socket*, std::_Identity<gcomm::Socket*>, std::less<gcomm::Socket*>, std::allocator<gcomm::Socket*> >::_M_erase(std::_Rb_tree_node<gcomm::Socket*>*);libgalera_smm.so;12;216
sigemptyset;libc.so.6;8;216
my_fclose;mysqld;4;216
mark_unsupported_function(char const*, char const*, void*, unsigned int);mysqld;5;215
get_or_create_rpl_filter(char const*, unsigned int);mysqld;11;215
galera::Certification::assign_initial_position(long, int);libgalera_smm.so;2;212
GCommConn::close(bool);libgalera_smm.so;1;212
prepare_frm_header(THD*, unsigned int, unsigned char*, HA_CREATE_INFO*, unsigned int, st_key*);mysqld;2;211
gcomm::evs::Node::is_suspected() const;libgalera_smm.so;105;210
__libc_dl_error_tsd;libc.so.6;70;210
std::locale::locale(std::locale const&);libstdc++.so.6;35;210
std::istreambuf_iterator<char, std::char_traits<char> >::operator++();libstdc++.so.6;15;210
CRYPTO_THREADID_set_numeric;libcrypto.so.1.0.0;70;210
thr_timer_init;mysqld;21;210
find_ref_key(st_key*, unsigned int, unsigned char*, Field*, unsigned int*, unsigned int*);mysqld;5;210
PROFILING::PROFILING();mysqld;21;210
freeaddrinfo;libc.so.6;11;209
ha_close_connection(THD*);mysqld;26;208
optimize_schema_tables_reads(JOIN*);mysqld;4;208
std::_Rb_tree<gcomm::UUID const, std::pair<gcomm::UUID const, gcomm::pc::Message>, std::_Select1st<std::pair<gcomm::UUID const, gcomm::pc::Message> >, std::less<gcomm::UUID const>, std::allocator<std::pair<gcomm::UUID const, gcomm::pc::Message> > >::_M_erase(std::_Rb_tree_node<std::pair<gcomm::UUID const, gcomm::pc::Message> >*);libgalera_smm.so;3;207
my_error_register;mysqld;5;207
net_allocate_new_packet(st_net*, void*, unsigned int);mysqld;9;207
ha_init_errors();mysqld;1;206
__isoc99_vsscanf;libc.so.6;6;204
open_normal_and_derived_tables(THD*, TABLE_LIST*, unsigned int, unsigned int);mysqld;6;204
signal_hand;mysqld;1;204
THD::copy_with_error(charset_info_st const*, st_mysql_lex_string*, charset_info_st const*, char const*, unsigned int);mysqld;7;203
dec_connection_count(scheduler_functions*);mysqld;7;203
mysql_create_frm_image(THD*, char const*, char const*, HA_CREATE_INFO*, Alter_info*, int, st_key**, unsigned int*, st_mysql_const_unsigned_lex_string*);mysqld;2;202
gcomm::AsioProtonet::socket(gu::URI const&);libgalera_smm.so;3;201
std::basic_ostream<char, std::char_traits<char> >& std::basic_ostream<char, std::char_traits<char> >::_M_insert<long long>(long long);libstdc++.so.6;3;201
is_prefix;mysqld;8;201
Field_num::get_int(charset_info_st const*, char const*, unsigned int, long long*, unsigned long long, long long, long long);mysqld;3;201
mysql_errno_to_sqlstate;mysqld;2;201
gcomm::pc::Proto::is_prim() const;libgalera_smm.so;1;200
prof::Profile::~Profile();libgalera_smm.so;10;200
get_nprocs_conf;libc.so.6;1;200
__getpid;libc.so.6;40;200
_Unwind_SetGR@plt;libstdc++.so.6;198;200
Protocol::flush();mysqld;10;200
gcomm::View::is_empty() const;libgalera_smm.so;17;199
std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::_M_sync(char*, unsigned long, unsigned long)@plt;libstdc++.so.6;197;199
gcomm::evs::Proto::handle_foreign(gcomm::evs::Message const&);libgalera_smm.so;2;198
_Unwind_SetIP;libgcc_s.so.1;99;198
readlink;libc.so.6;22;198
std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::do_get(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, std::_Ios_Iostate&, long&) const;libstdc++.so.6;33;198
__cxa_get_globals@plt;libstdc++.so.6;196;198
resolve_sysvar_table_options(handlerton*);mysqld;11;198
Statement::restore_backup_statement(Statement*, Statement*);mysqld;11;198
std::vector<gcomm::evs::InputMapNode, std::allocator<gcomm::evs::InputMapNode> >::_M_fill_insert(__gnu_cxx::__normal_iterator<gcomm::evs::InputMapNode*, std::vector<gcomm::evs::InputMapNode, std::allocator<gcomm::evs::InputMapNode> > >, unsigned long, gcomm::evs::InputMapNode const&);libgalera_smm.so;2;197
asio::io_service::service* asio::detail::service_registry::create<asio::detail::epoll_reactor>(asio::io_service&);libgalera_smm.so;2;196
std::type_info::__is_function_p() const;libstdc++.so.6;98;196
sk_push@plt;libssl.so.1.0.0;194;196
my_search_option_files;mysqld;1;196
gcomm::Map<gcomm::UUID, gcomm::evs::Node, std::map<gcomm::UUID, gcomm::evs::Node, std::less<gcomm::UUID>, std::allocator<std::pair<gcomm::UUID const, gcomm::evs::Node> > > >::insert_unique(std::pair<gcomm::UUID const, gcomm::evs::Node> const&);libgalera_smm.so;3;195
__madvise;libc.so.6;39;195
galera::ReplicatorSMM::connect(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool);libgalera_smm.so;1;194
gcomm::NetHeader::checksum_type(int);libgalera_smm.so;1;194
find_typeset;mysqld;2;194
freeze_size;mysqld;7;194
asio::detail::reactive_socket_accept_op<asio::basic_socket<asio::ip::tcp, asio::stream_socket_service<asio::ip::tcp> >, asio::ip::tcp, boost::_bi::bind_t<void, boost::_mfi::mf2<void, gcomm::AsioTcpAcceptor, boost::shared_ptr<gcomm::Socket>, asio::error_code const&>, boost::_bi::list3<boost::_bi::value<gcomm::AsioTcpAcceptor*>, boost::_bi::value<boost::shared_ptr<gcomm::Socket> >, boost::arg<1> (*)()> > >::do_complete(asio::detail::task_io_service*, asio::detail::task_io_service_operation*, asio::error_code const&, unsigned long);libgalera_smm.so;2;193
gcomm::pc::Proto::handle_install(gcomm::pc::Message const&, gcomm::UUID const&);libgalera_smm.so;1;193
handle_slave_background;mysqld;1;193
gcs_state_msg_read(void const*, long);libgalera_smm.so;3;192
gcomm::GMCast::handle_connected(gcomm::gmcast::Proto*);libgalera_smm.so;3;192
gcomm::evs::Proto::~Proto();libgalera_smm.so;1;192
get_nprocs;libc.so.6;2;192
numa_bitmask_alloc;libnuma.so.1;8;192
Start_log_event_v3::Start_log_event_v3();mysqld;6;192
Sys_var_rpl_filter::Sys_var_rpl_filter(char const*, int, char const*);mysqld;6;192
MDL_context::rollback_to_savepoint(MDL_savepoint const&);mysqld;12;192
db_name_is_in_ignore_db_dirs_list(char const*);mysqld;12;192
normalize_cond(THD*, Item*);mysqld;8;192
_GLOBAL__sub_I_replicator_smm.cpp;libgalera_smm.so;1;191
wsrep_load;mysqld;1;191
init_signals();mysqld;1;191
gcomm::evs::JoinMessage::unserialize(unsigned char const*, unsigned long, unsigned long, bool);libgalera_smm.so;5;190
MDL_context::upgrade_shared_lock(MDL_ticket*, enum_mdl_type, double);mysqld;2;190
Query_tables_list::destroy_query_tables_list();mysqld;38;190
std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long)@plt;libstdc++.so.6;187;189
my_sha1;mysqld;7;189
Geometry::Class_info::Class_info(char const*, char const*, int, Geometry* (*)(char*));mysqld;7;189
Log_event::Log_event();mysqld;9;189
Session_tracker::Session_tracker();mysqld;21;189
gcomm::evs::Proto::deliver_empty_view();libgalera_smm.so;1;188
gcomm::evs::Node::is_inactive() const;libgalera_smm.so;94;188
gu_fifo_stats_get;libgalera_smm.so;4;188
gu_fifo_create;libgalera_smm.so;1;188
gcomm::pc::Proto::requires_rtr() const;libgalera_smm.so;1;187
__sysconf;libc.so.6;6;186
EVP_MD_CTX_test_flags;libcrypto.so.1.0.0;62;186
MYSQL_BIN_LOG::close_purge_index_file();mysqld;3;186
binlog_unsafe_map_init();mysqld;1;186
setsockopt;libc.so.6;26;184
_IO_file_finish;libc.so.6;23;184
add_virtual_expression(THD*, Item*);mysqld;8;184
sys_var::val_str(String*, THD*, enum_var_type, st_mysql_lex_string const*);mysqld;4;184
sys_var::val_str_nolock(String*, THD*, unsigned char const*);mysqld;4;184
asio::detail::reactive_socket_connect_op_base::do_perform(asio::detail::reactor_op*);libgalera_smm.so;3;183
gu::MMap::sync() const;libgalera_smm.so;1;183
THD::reset_db(char*, unsigned long);mysqld;7;183
_IO_unsave_markers;libc.so.6;26;182
Sys_var_multi_source_ulonglong::Sys_var_multi_source_ulonglong(char const*, char const*, int, long, unsigned long, CMD_LINE, long, unsigned long, unsigned long long, unsigned long long, unsigned long long, unsigned int, bool (*)(sys_var*, THD*, Master_info*));mysqld;2;182
load_db_opt(THD*, char const*, Schema_specification_st*);mysqld;4;181
__cxa_guard_release;libstdc++.so.6;12;180
lh_doall_arg;libcrypto.so.1.0.0;2;180
ha_enable_transaction(THD*, bool);mysqld;9;180
Field_enum::zero_pack() const;mysqld;36;180
Column_definition::create_length_to_internal_length();mysqld;8;180
engine_table_options_frm_length(engine_option_value*, List<Create_field>&, unsigned int, st_key*);mysqld;2;180
Current_schema_tracker::store(THD*, String*);mysqld;3;180
gcomm::AsioProtonet::~AsioProtonet();libgalera_smm.so;1;179
std::_Rb_tree_decrement(std::_Rb_tree_node_base*)@plt;libgalera_smm.so;178;178
Sql_condition::Sql_condition(st_mem_root*);mysqld;2;178
MYSQL_BIN_LOG::find_log_pos(st_log_info*, char const*, bool);mysqld;2;176
THD::~THD();mysqld;16;176
handle_early_options();mysqld;1;176
_GLOBAL__sub_I_trx_handle.cpp;libgalera_smm.so;1;175
ENGINE_pkey_asn1_find_str;libcrypto.so.1.0.0;5;175
wsrep_stop_replication(THD*);mysqld;1;175
thd_init_client_charset(THD*, unsigned int);mysqld;7;175
asio::detail::task_io_service::post_deferred_completions(asio::detail::op_queue<asio::detail::task_io_service_operation>&);libgalera_smm.so;5;174
_GLOBAL__sub_I_asio_tcp.cpp;libgalera_smm.so;1;174
Session_tracker::store(THD*, String*);mysqld;3;174
gcomm::AsioTcpAcceptor::accept_handler(boost::shared_ptr<gcomm::Socket>, asio::error_code const&);libgalera_smm.so;1;173
std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::reserve(unsigned long)@plt;libstdc++.so.6;171;173
std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::_M_pbump(char*, char*, long)@plt;libstdc++.so.6;171;173
wsrep_sst_grab();mysqld;1;173
gcs_fifo_lite_create(unsigned long, unsigned long);libgalera_smm.so;2;172
check_engine(THD*, char const*, char const*, HA_CREATE_INFO*);mysqld;4;172
Alter_info::Alter_info(Alter_info const&, st_mem_root*);mysqld;2;171
galera::ReplicatorSMM::update_state_uuid(wsrep_uuid const&);libgalera_smm.so;1;170
gcs_gcomm_create(gcs_backend*, char const*, gu_config*);libgalera_smm.so;1;170
gcomm::GMCast::handle_failed(gcomm::gmcast::Proto*);libgalera_smm.so;1;170
EVP_sha1;libcrypto.so.1.0.0;85;170
Field_longlong::type() const;mysqld;34;170
MDL_map::init();mysqld;1;170
std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(char const*, std::allocator<char> const&) [clone .isra.35];libgalera_smm.so;4;168
re_compile_fastmap;libc.so.6;2;168
pthread_attr_destroy;libpthread.so.0;28;168
CONNECT::~CONNECT();mysqld;7;168
prepare_schema_table(THD*, LEX*, Table_ident*, enum_schema_tables);mysqld;4;168
.text;libgcc_s.so.1;1;167
int2str;mysqld;2;167
Column_definition::has_default_expression();mysqld;8;167
gu_config_get_bool;libgalera_smm.so;2;166
_GLOBAL__sub_I_asio_udp.cpp;libgalera_smm.so;1;166
sk_pop_free;libcrypto.so.1.0.0;10;166
getopt_double2ulonglong;mysqld;33;165
my_once_free;mysqld;1;164
galera::SavedState::mark_safe();libgalera_smm.so;3;162
galera::Wsdb::discard_conn_query(unsigned long);libgalera_smm.so;3;162
my_free_open_file_info;mysqld;2;162
ERR_get_state;libcrypto.so.1.0.0;2;161
wsrep_get_params(galera::Replicator const&);libgalera_smm.so;1;160
std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long)@plt;libgalera_smm.so;160;160
__nanosleep;libpthread.so.0;80;160
pthread_exit;libpthread.so.0;32;160
__pthread_initialize_minimal;libpthread.so.0;1;160
rpl_binlog_state::init();mysqld;4;160
mysql_tmpfile;mysqld;5;160
close_mysql_tables(THD*);mysqld;10;160
gcs_state_msg_get_quorum(gcs_state_msg const**, long, gcs_state_quorum*);libgalera_smm.so;1;159
std::basic_istream<char, std::char_traits<char> >::sentry::sentry(std::basic_istream<char, std::char_traits<char> >&, bool)@plt;libstdc++.so.6;157;159
std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const@plt;libstdc++.so.6;157;159
gcomm::operator<<(std::basic_ostream<char, std::char_traits<char> >&, gcomm::View const&);libgalera_smm.so;3;158
_GLOBAL__sub_I_gmcast.cpp;libgalera_smm.so;1;158
operator new(unsigned long, std::nothrow_t const&)@plt;libstdc++.so.6;156;158
Field_timestamp::Field_timestamp(unsigned char*, unsigned int, unsigned char*, unsigned char, Field::utype, char const*, TABLE_SHARE*);mysqld;6;158
operator new[](unsigned long, std::nothrow_t const&);libstdc++.so.6;156;156
THD::raise_condition(unsigned int, char const*, Sql_condition::enum_warning_level, char const*);mysqld;2;156
my_pwrite;mysqld;4;155
String::append_ulonglong(unsigned long long);mysqld;5;155
get_or_create_key_cache(char const*, unsigned int);mysqld;8;155
gcomm::pc::Proto::cleanup_instances();libgalera_smm.so;1;154
void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [clone .isra.103];libgalera_smm.so;4;154
std::basic_ostream<char, std::char_traits<char> >::flush();libstdc++.so.6;11;154
_Unwind_GetIPInfo@plt;libstdc++.so.6;152;154
_Unwind_GetLanguageSpecificData@plt;libstdc++.so.6;152;154
_Unwind_GetRegionStart@plt;libstdc++.so.6;152;154
SSL_CTX_free;libssl.so.1.0.0;2;154
gcs_open(gcs_conn*, char const*, char const*, bool);libgalera_smm.so;1;153
array_append_string_unique;mysqld;4;153
binlog_background_thread;mysqld;1;153
Lex_input_stream::body_utf8_append_ident(THD*, st_mysql_lex_string const*, char const*);mysqld;51;153
mysql_rm_tmp_tables();mysqld;1;153
gcomm::gmcast::Proto::~Proto();libgalera_smm.so;4;152
Sys_var_double::Sys_var_double(char const*, char const*, int, long, unsigned long, CMD_LINE, double, double, double, PolyLock*, sys_var::binlog_status_enum, bool (*)(sys_var*, THD*, set_var*), bool (*)(sys_var*, THD*, enum_var_type), char const*);mysqld;2;152
Rpl_filter::free_string_list(I_List<i_string>*);mysqld;8;152
gcomm::GMCast::connect();libgalera_smm.so;1;151
boost::detail::sp_counted_base::release() [clone .part.19] [clone .constprop.701];libgalera_smm.so;5;151
galera::SavedState::mark_unsafe();libgalera_smm.so;3;150
gu::FileDescriptor::constructor_common();libgalera_smm.so;1;150
_GLOBAL__sub_I_replicator_str.cpp;libgalera_smm.so;1;150
std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::do_get(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, std::_Ios_Iostate&, long long&) const;libstdc++.so.6;25;150
std::istreambuf_iterator<char, std::char_traits<char> > std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::_M_extract_int<unsigned long>(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, std::_Ios_Iostate&, unsigned long&) const;libstdc++.so.6;1;150
tdc_records();mysqld;30;150
Master_info::~Master_info();mysqld;2;150
gcs_node_update_status(gcs_node*, gcs_state_quorum const*);libgalera_smm.so;3;149
std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::find(char, unsigned long) const@plt;libgalera_smm.so;149;149
asio::basic_io_object<asio::ip::resolver_service<asio::ip::tcp> >::basic_io_object(asio::io_service&);libgalera_smm.so;4;148
gcomm::GMCast::gmcast_accept();libgalera_smm.so;1;148
std::basic_ios<char, std::char_traits<char> >::init(std::basic_streambuf<char, std::char_traits<char> >*)@plt;libstdc++.so.6;146;148
NAMED_ILIST::delete_elements(void (*)(char const*, unsigned char*));mysqld;4;148
galera_free_connection;libgalera_smm.so;7;147
boost::_bi::bind_t<void, boost::_mfi::mf1<void, gcomm::AsioTcpSocket, asio::error_code const&>, boost::_bi::list_av_2<boost::shared_ptr<gcomm::AsioTcpSocket>, boost::arg<1> (*)()>::type> boost::bind<void, gcomm::AsioTcpSocket, asio::error_code const&, boost::shared_ptr<gcomm::AsioTcpSocket>, boost::arg<1> (*)()>(void (gcomm::AsioTcpSocket::*)(asio::error_code const&), boost::shared_ptr<gcomm::AsioTcpSocket>, boost::arg<1> (*)());libgalera_smm.so;3;147
ERR_remove_thread_state;libcrypto.so.1.0.0;7;147
my_strntoull10rnd_8bit;mysqld;3;147
sk_free;libcrypto.so.1.0.0;14;146
gcomm::PC::close(bool);libgalera_smm.so;1;145
int gcomm::check_range<int>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int const&, int const&, int const&);libgalera_smm.so;5;145
calloc@plt;libc.so.6;143;145
gcomm::AsioTcpSocket::async_receive();libgalera_smm.so;4;144
strlen@plt;libstdc++.so.6;142;144
my_strtod;mysqld;1;144
Item_int::Item_int(THD*, char const*, unsigned int);mysqld;4;144
signal_thd_deleted();mysqld;22;143
std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&);libgalera_smm.so;2;142
gcomm::evs::Proto::cross_check_inactives(gcomm::UUID const&, gcomm::evs::MessageNodeList const&);libgalera_smm.so;4;142
gu::MMap::sync(void*, unsigned long) const;libgalera_smm.so;4;142
_GLOBAL__sub_I_wsrep_provider.cpp;libgalera_smm.so;1;142
_GLOBAL__sub_I_replicator_smm_stats.cpp;libgalera_smm.so;1;142
galera_to_execute_end;libgalera_smm.so;3;141
unpack_filename;mysqld;3;141
std::_Deque_base<gu::prodcons::Message, std::allocator<gu::prodcons::Message> >::_M_initialize_map(unsigned long);libgalera_smm.so;2;140
CRYPTO_mem_ctrl;libcrypto.so.1.0.0;4;140
multi_key_cache_search;mysqld;20;140
wsrep_before_SE();mysqld;5;140
thd_prepare_connection(THD*);mysqld;7;140
get_one_variable(THD*, st_mysql_show_var const*, enum_var_type, enum_mysql_show_type, system_status_var*, charset_info_st const**, char*, unsigned long*);mysqld;4;140
st_select_lex::set_lock_for_tables(thr_lock_type);mysqld;7;140
THD::reset_for_reuse();mysqld;5;140
std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gcomm::GMCast::AddrEntry>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gcomm::GMCast::AddrEntry> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gcomm::GMCast::AddrEntry> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gcomm::GMCast::AddrEntry> >*);libgalera_smm.so;5;139
unlink;libc.so.6;23;139
